,class,tweet
12078,1,Joe ripping on a Nobel prize winner while hes not their. What a little bitch #morningjoe
12079,1,Joe young gone shoot that bitch
12080,1,Joes parties got hoes but it's always hot as hell
12081,1,John Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.
12082,1,John Legend is showin this country bitch up on her own song
12083,2,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI
12084,1,Johnathan Martin is a straight up pussy. #ManUp
12085,2,Johnny Manziel just flipped somebody the bird...
12086,0,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
12087,0,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe
12088,1,Johnny is a punk bitch doe
12089,1,Join my crew bitches
12090,1,"Jon Jones just lost all my respect, turned down a fight like a bitch, hope he loses his next fight now, @JonnyBones"
12091,1,Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism commments http://t.co/fqcWZHMjom
12092,2,Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
12093,1,Jonica look like a hoe from 55th and superior &#128514;&#128514;
12094,1,"Jordan: so Watcha been up to at college
Me: fuckin bitches &amp; stuff, ya know
Jordan: alright seriously

&#128533; @Believes116 #IChooseToBeAbstinent"
12095,2,Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK
12096,2,Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest
12097,1,Josh you're a hoe &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;
12098,2,"Js on my feet, that song is trash too loll"
12099,1,"Jtfooooo at ""pussy on fleek"""
12100,1,Juicy J can't say no to ratchet pussy remember?
12101,1,Julius Peppers still seems retarded.
12102,1,Jump out 2nd floor window cuz I'm over my side bitch crib and my girl beatin on the door - Josh Shaw
12103,1,Jungle Fever be my favorite movie. Dat white girl love dat colored mans thang. She take it hard and deep. Drive dat girls daddy wild crazy
12104,1,Juniors are still pussies
12105,1,Jus a D nicca n the A!
12106,1,Jus need a bad bitch thats gone always hold me down
12107,1,Jus need my nig Mack Wilds to win...fk the award tho
12108,1,Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &#128530;
12109,1,"Jus waking up and hearing about this lebron sheet , what a dummy . No respect for him , go get ya rings and come back? Real admirable #bitch"
12110,1,Juss got this hoe. Free so why not? Lop :p http://t.co/TR8b5D7U
12111,1,Just a young niggah wit a promised future. @CaseyVeggies
12112,2,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
12113,1,"Just bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave"
12114,1,Just because you have a issue and your attorney is out of town doesn't mean you can be a bitch to me. Next time don't get in trouble
12115,1,"Just bought @Godsmack_Music new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack"
12116,1,Just called a 6'5 basketball player out for the fade on twitter cuz dat pussy nigguh live in Georgia. Come get me bitch
12117,1,Just cause you be on every party seen dont mean you bad bitch!
12118,1,Just cause you got a boyfriend now don't mean you still ain't a hoe. Now you're just a hoe with a boyfriend
12119,2,Just cleaned my fingernails with a knife. #hillbilly @shanemoses625
12120,1,Just cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter&#8230; http://t.co/Bvb0LRisHY
12121,1,"Just cuz he looked at you doesn't mean he likes you, hoe"
12122,1,Just don't be looking for no dick later cuz I'm not a hoe.
12123,1,"Just don't be offended! It's a word, you're just a bitch who's looking for something to bitch about."
12124,1,Just dropped dat fine ass woman @GingerDemoness. We has da best chicken eva. I spectin some lovin but she a lady and da colored thang
12125,2,Just got done taking some photos with brownie #flowcity
12126,1,Just got into with some chic in Rally's parking lot bitch speeding through the parking lot and almost hit my niece &#128545;&#128545;
12127,1,Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978
12128,1,Just got rich. Took a broke nigga bitch
12129,1,Just got shit on by a bird #blessed
12130,1,Just had someone under 25 casually ask me what the 'FF' stood for on my car. R u fking serious &#128553; @FooFighters bitch.
12131,1,Just hand them the game you zebra jack asses and save us all the trouble of watching
12132,2,Just hit 40 in flappy bird.&#128527;
12133,1,Just hold on we goin to the crib bitch
12134,2,Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2
12135,2,"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work"
12136,1,Just landed in Orlando. The flight was as bumpy as a bitch
12137,1,Just lets you know we all self conscious even the pretty bitches
12138,1,Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.
12139,1,"Just looked at a news story and thought to myself, ""Is she fucked up some kinda way?"" because I am 12% hillbilly."
12140,1,Just made that test my bitch
12141,1,Just might fuck yo main bitch. Dats just how I feel &#128520; http://t.co/oodbPTGV1n
12142,1,Just need a bad bitch thats gone always hold me down
12143,1,Just need to know what that pussy like so one time is fine with me
12144,1,"Just once in my life I wanna see someone on family feud look at their family member and say ""That's a horrible answer! Are you retarded?""."
12145,1,"Just ordered CHINESE food bitches! 
BRING ON THE CAT!"
12146,1,"Just passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch."
12147,2,Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh
12148,2,Just purchased my first trenta iced coffee....this is a slippery slope
12149,1,"Just read this instagram profile ""luv my grls, princesses by birth, bitches by choice"" yeaaah youre cool.. #tryhard #loser"
12150,1,Just remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.
12151,1,Just said bye to @ParkerWidly. Last time I have to see his bitch ass for four months #ThankGod
12152,1,"Just said cunt in front of this old lady, I kinda froze, then she yelled ""YEAH YOU TELL THAT CUNT!""
Is it too late in life to get adopted?"
12153,2,Just saw a crow gallop across the road. #mmkay #wut &#128514;
12154,1,Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.
12155,1,Just saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up
12156,1,Just saw wat @DaddySammy24 did to my car -.-t bitch
12157,1,Just sayin what up hoe RT @pufntrees: @202SOLE fuck i do to u bitch
12158,1,Just seen a dude wearing all black and white outfit with Pyrex shorts. She's getting some pussy tonight.
12159,2,Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.
12160,1,Just seen the baddest bitch in tower city... My heart just got warm &#128514;&#128514;&#128514;
12161,1,"Just smile, bitches love smiling :D"
12162,1,"Just smoked a whole 8th of that Reserve, thanks to my niggah @BlakkHoodie_562"
12163,2,"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful"
12164,1,"Just start blocking dissenters, you coward pussy. RT@joederosacomedy Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
12165,1,"Just started my upgrade for the level 2 dark elixer drill! 1,500,000 elixer. That was a bitch to get."
12166,1,Just stop being a hoe God dammit bitch it ain't that hard
12167,2,Just stopped by the line up room @BeaLack still look like a doo wop singer.
12168,1,Just straight ignorant bitches #WhereTheyHeadsAt
12169,1,Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.
12170,1,Just tied my right shoe while driving on the freeway if that ain't swag bitch then I don't know what is
12171,0,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23"
12172,1,Just touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr
12173,1,Just trynna have a bad bitch come thru &#128564;
12174,1,Just unfollowed another crazy bitch. Whos next? lol
12175,1,"Just wait. The day i get off probation. You know this bitch is gonna be on the moon, and im not gonna come back to Earth for a while."
12176,0,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A"
12177,2,Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v
12178,1,"Just yelled out ""Damn it reeks of weed in there.""(really did) after this stoner fag didn't tip me while a cop was walking by.
HAHA bitches."
12179,1,Justin Bieber fakes his permanent bitch face and it bugs the shit out of me.
12180,1,"K dude seriously I'm not retarded, so stop talking to me like I am or I'll start being retarded and make you change my drool cup"
12181,1,K.Michelle shaped but it's FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.
12182,1,K.Michelle talking bout can't raise no man well due bitch he already grown
12183,2,KFC biscuits trash now
12184,2,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is"
12185,1,Kae &amp; Chris coming for yall bitches as a couple &#10084;&#65039;&#128076;
12186,1,Kaetlin is a bitch
12187,1,Kangaroo jac ! &#8220;@WayneL_Jr: A Bitch wit dry weave RT @taelar_bby: Fuck I look like hoe http://t.co/HKmTwgp9ah&#8221;
12188,1,Kanye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit
12189,0,Kanye west is a faggot
12190,2,Kanyeeeeeee is just a yard ape acting idiot!just stupid...
12191,1,"Kanyes verse on ""I won"" is making hoes feel like trophies for real."
12192,1,Karlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off
12193,1,"Karma a bitch, but she can't figure me out with the shit im doing.."
12194,1,Karma is a bitch
12195,1,Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?
12196,1,Karma is a bitch so baby you will get yours
12197,1,Karma is a bitch. The tables will turn even if the person want it to or not. You can't stop it either
12198,1,Karma is a bitch... http://t.co/U8uK4v7nwN
12199,1,Karma is a bitch? Well just make sure that bitch is beautiful..
12200,1,"Karma is the biggest bitch you'll ever meet, Keep pushing her buttons.........."
12201,1,"Karma is the worst bitch, remember that"
12202,1,Karma is theeeee biggest bitch
12203,1,Karma sure is a bitch. Lol
12204,1,Karma's a bitch huh
12205,1,Karmas a bitch
12206,1,Karmas a bitch I guess you should of loved the old me.
12207,0,Karmas a bitch and so are you. You'll be getting along just fine real soon.
12208,1,Katey an Voka made the hoes in the background popular....
12209,1,"Katy's grand exit tonight from Firehouse &gt;&gt;&gt;&gt;

Hasta la bye bye bitches &#128514;"
12210,1,Kawasaki dating a faggot smh
12211,1,"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol"
12212,1,Keep dem POO hoes off ya TL b....
12213,1,"Keep doing your thing kid, people why soon realize your a lying faggot"
12214,1,Keep it G I never fucked a squirter bitch &#128514;
12215,1,"Keep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldn't wait to squeal"
12216,1,Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed&#8252;&#65039;
12217,2,Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.
12218,1,Keep to myself this year bitches reckless
12219,1,Kenny lee gotta be da only light skin nicca dat eat Chitlins &#128514;&#128514;
12220,2,Kentucky Fried cater to da white folk. No colored menu
12221,1,Ketchup on tha beat hoe
12222,1,"Kevin hart 4""8 bitch"
12223,2,Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq
12224,1,"Khole Kardashian pregnant by French Montana
guess she put in work and popped that pussy lmao"
12225,0,Kick dem fucc niccas out da spot
12226,1,Kick down your door and smack that bitch RT @LowKei_: Make me wanna ride past ya house and sit.
12227,1,Kick that bitch right in the pussy.
12228,1,Kicking bitches out the house like Pam
12229,1,Kicking niccas Tf outcha mentions like http://t.co/bEl7uNzgLt
12230,1,Kids a bitch
12231,1,Kids don't put up with your Mother calling you a thot. She mad because hoe wasn't a cool thing to be called back in her sluttish day.
12232,1,"Kierstens a bitch. Squid hands, squid hands&#128025;"
12233,1,Kill her body with four-play. Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex
12234,2,Kill la kill was trash
12235,1,Kill't dat bitch &#8220;@SimonSamuels: Shmoney Bitch @SimonSamuels @DevonTracy @thatwayimove https://t.co/lNQdazIjJk&#8221;
12236,1,Killin these niccas n I hate all my ex hoes!
12237,2,Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx
12238,1,Kim K is alright but honestly so many niggas been in that I'd rather not.. And Miley got unfollowed that bitch is just strange.
12239,0,Kim Kardashian look like a tranny with all that surgery
12240,1,Kinda RT @Peachpapayya: U mad friend?? RT @viaNAWF: Fat fucking funky nasty ass hoes
12241,1,Kinda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth
12242,1,Kinda want to spit my gum into some bitches hair.
12243,2,"King, TI vs tip and that troubleman albums all trash."
12244,0,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
12245,1,Kirk Hinrich going fucking dumb out that bitch
12246,1,"Kiss IMO this conductor, it's 4:30 AM have some courtesy you bitch."
12247,1,Kiss imik this bitch just added another 50 seconds to her story I think its a new record.
12248,1,Kissing that bitch but she sucking me
12249,2,Knock em down wit sum chunky &#128548;&#128299;
12250,1,Knockin a dent in dis big bitch! FWM everywhere @217Emmanuel. http://t.co/cWhqm47v6t
12251,1,"Know that karma's TOO REAL, hope you doin' cool.. But still stupid ass bitch, I ain't fuckin' with yoooou."
12252,1,Know that the bad bitch got ittt &#128553;&#127908;
12253,1,"Know why birds don't wear pants?
Cause their pecker's in the way"
12254,0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
12255,1,Know you didn't see it but I know you bitches heard it
12256,1,Know you don't like me cause you're bitch most likely does
12257,1,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.
12258,1,Known to take a nigga bitch real quick
12259,1,Kobe Bryant is such a bitch. Grow up pussy.
12260,1,Kobe ain't no hoe.
12261,1,Kobe is fat &amp; Im white &#9996;RT @jwill252: Some people just retarded lol RT @TheTrackMamba: Y'all really think Kobe Fat tho??? Give me a break!!
12262,1,"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo"
12263,1,Krakin this bitch ipem at 12... WHO SIPPIN WIT ME... ELEMENTS http://t.co/lGCM88hsnP
12264,1,Kratataaaaa swag bitch
12265,1,Kyles a bitch
12266,1,"L7 niggas will rock anything a bad bitch post post on these social sites.. ""I just want a nigga to sniff a fart off my ass crack like dope."""
12267,2,"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT"
12268,1,"LA is the only place where you will see some of the baddest bitches in the world ...

At the bus stop"
12269,1,LITERALLY &#8220;@Al_gatsby: Fat hoes hold a nigga down&#8221;
12270,2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe
12271,1,LMAO RT @80sbaby4life RT @HumbltonBanks: Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah? http://t.co/gmcyHDtB
12272,1,"LMAO RT @IGGYAZALEA post away about this ""bitch"" I've seen all the memes the word has to offer in regards to me i honestly don't care."
12273,1,LMAO RT @SagaciousQ: You a bitch. And Rihanna always gonna be badder than Kamehameha. @chrisbrown
12274,1,"LMAO did u really just call me a hoe? lol ""@CameronDurant15: @VroomDET @OPea4 yeah you hoe!"""
12275,1,LMAO what a comeback. &#8220;@somethinzfuckee: @0beyYourMaster @traybonmartin says the twat with the sides of her head shaved like a damn asshole.
12276,1,LMAO. Twitter little bitch ass site . I need to start using this hoe more.
12277,1,LMAOO RT @PacDaGoat: Tyga wife hoes and teenagers his life sucks
12278,1,LMAOO beans RT @ShamarGotHoes: this bitch is so stupid smh http://t.co/otonir2yEX
12279,1,"LMAOOO @ ""*gasp* that bitch""

Y'all do too much from behind a phone"
12280,1,LMAOOOOOOO RT @DontCallMeKyrie *Record Scratches* RT @chinitaaah_: Damn Twitter famous bitches out hea strippin!? &#128557;&#128557; http://t.co/BLrN8dzyA3
12281,1,LMFAO @jdellasperanza I found my diary me complaining about you being a bitch &#128514; tbt I'm DEAD http://t.co/pl7qsAS15b
12282,1,LMFAO RT @RickiRoma: &#8220;shut up u slutty white hoe RT @Thotcho: Didn&#8217;t know the Pats got DESTROYED tonight LMFAOOOO&#8221;
12283,1,"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH"
12284,1,LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it &#128514;
12285,2,LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;
12286,1,LMFAOOOOOO GAY AS FUCK RT @PubesOnFleeK: &#128557;&#128557;&#128557;&#128557;&#128557; get these two faggots off my TL http://t.co/oKUMmSJEYi
12287,1,LMaoooo. .. &#171;@IGiveEmNathan Gucci really ass but for some hoes I'll bump a couple songs&#187;
12288,1,"LMaoooo. ... &#171;@whoelsebutkey @nobetternoworst No shade taken. It's Swahili for ho. And like, Den&#8226;suaw. Lol.&#187;"
12289,1,LMaoooo.... &#171;@IGiveEmNathan Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos&#187;
12290,1,"LOL &#128514;&#128557; I just remember that same bitch said she liked my hair then asked ""is it yours?"" Smfh #wut #yes ..."
12291,2,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers"
12292,2,LOL there's a talking monkey live on the internet! Will wonders never cease?
12293,1,LOL what bitches yea go get the bouncer we were eye ballin' your clearly pussy ass
12294,2,"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting"
12295,0,LRG ass nigguh
12296,1,"LSU got a lot of thirsty, muching, nasty hoes. Football team stay running thru yall meal ticket wanting hoes lol"
12297,2,"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water"
12298,1,Ladies RT if your head game better than your pussy
12299,1,Ladies love a real nicca
12300,1,Ladies remember other women (including your friends) are trifling you speak TOO great about your nigga other bitches WILL try him smh lol
12301,1,Ladies you are not a hoe if you fucked on the first night. Don't let these lonely bitches lie to you.
12302,1,"Ladies, do y'all shave/wax before visiting ur OBGYN or let it grow out @ because u don't wanna seem like a hoe?"
12303,1,Ladies... LMaooo. . &#171;@cthagod RT if your pussy better than your personality.&#187;
12304,1,Lady next to me gon say her cooch is itching &amp; burning she thinks she got a uti. No bitch that's something else down there
12305,2,Lakers are a purple and yellow garbage can
12306,0,Lakers are trash right now.
12307,2,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.
12308,1,Lamar Odom is such a little bitch. It's pathetic.
12309,1,"Lame mcs still let hoes in stilettos play them those hoes nothin
 
To us we aint pimps but they still cant press this average @JoeBudden"
12310,1,Lame niggas trash.
12311,1,"Lame niggaz wait in line, wait for bitches, wait to create, wait for someone else to do shit for them."
12312,1,Lashontae a bad bitch times 3
12313,1,Last night this bitch was talking bout she wanna smoke &amp; go to wingstop. &amp; I was the 1st person she thought about.. Who paying for all this?
12314,1,Last time I wore the shirt I'm wearing today I fought a bitch. ( on no ratchet bs) but she yanked the fuck outta this shirt.
12315,1,Last year I cuffed that bitch well now its ovaaaaaa
12316,1,"Lasted year i cuffed that bitch , Well now its over !"
12317,0,Late night phone convos with my hoomie that nigga a gook
12318,1,Late night studio sessions.....bitch I got that work!!!!!!!!brickk.ent. ya bitch...ycg.night life http://t.co/ZRBdumJqu8
12319,1,Latina bitches only
12320,1,Laughin at all y'all bitches #SullyStyle http://t.co/C3n6vkD0
12321,2,"Laughing at my deck that they gave me, yellow and jesus stencils all over it"
12322,1,Laughing at these hoes #sexy #bomb #lebron #NotOkay
12323,2,Lauren &amp; I ate candy we found on the floor during class we are trash
12324,1,Lawd Jesus lets pray for these hoes &#128591;&#128079;&#128079;
12325,1,"Lawd, I got so many enemies,,, bitches I don't even know .."
12326,1,LeBron bout to cry lil bitch
12327,1,LeVar Burton called Shatner a bitch lol.
12328,1,"Lean wit it, Rock wit it az niccas. Lol"
12329,1,Leap tall hoes in a single bound.
12330,1,Leave a nicca traumatized
12331,2,Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe
12332,1,Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house
12333,1,Leave it up to Ronson to make my ass laugh when I'm heated.... Fucking bitch ...
12334,2,Leave it up to me it would've been in the trash.... All of it.
12335,1,Leave the bitchen to bitches
12336,1,Lebron Warm up jacket full then a bitch
12337,1,Lebron gone dunk that hoe like that with ease
12338,1,Lebron is such a pussy.. always has to get picked up for cramps and shit
12339,1,Left a nice little message in his inbox so he deleted the comment where he called me a bitch &#128514; these&#8230; http://t.co/qRUvCVNepv
12340,1,Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....
12341,1,Left my last bitch along ain't no need for stressing &#128564;
12342,1,Leg day made me it's bitch.
12343,2,Legion of jig &#128557;&#128557;&#128557;
12344,0,Lemme find out that bitch nigga talking shit
12345,1,"Lesbians all be like ""yo-ho and scissor me timbers!"""
12346,1,Lesson: #NFL is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours
12347,1,Let a bitch be a bitch n a hoe be a hoe!
12348,1,Let a bitch say I got a small dick on god I'll whip that shit out and show everyone in the room what I got. Blessed.
12349,1,"Let a bitch try and set me up , she gone be stuck between a rock nd dis mufuckin Glock! MY BITCH BAD SHE TERRIBLE &#128044;"
12350,1,Let a niggah try me
12351,1,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy"
12352,1,"Let her be a hoe, why you stopping her?"
12353,1,Let him fuck his side hoes in peace smh RT @Morganbaileyyy: wish my boyfriend would respond to my texts :(
12354,1,Let me delete that for the little bitch Reports me to Mr.Olsen &#128514;
12355,1,Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU
12356,1,Let me go on my block phase cause you hoes steady coming for me &#128299;&#128299;&#128299;
12357,1,"Let me see them titties bitch, ice cream."
12358,1,Let me show you how that pussy work!!!! RT @LoyalLamb85: Brian McKnight should have more accolades. His music is everything. EVERYTHING.
12359,1,"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping"
12360,1,Let me text my hoes gm or sumpin
12361,1,"Let niggas hate, bitches loving it."
12362,2,Let the jig commence http://t.co/pqvJiEvqZa
12363,1,Let the niccas feel on her booty.. lmaoRT @55OptimusPrime: take her to the hood were they do most good
12364,1,Let them hoes be greatRT @keyawnagallatin: Y'all bitches be really reaching for the side-titty look
12365,1,Let these hoes be great &#9996;&#65039;
12366,1,Let these hoes be hoes. Thats all we know
12367,2,Let this white boy be ghetto&#127773;
12368,1,Let those bitches keep loving sosa
12369,1,Let's Go LA #support my niccas no matter what
12370,2,Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against
12371,2,"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look."
12372,2,Let's go for the sweep!! #Yankees #SubwaySeries
12373,2,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.
12374,1,Let's not forget kim don't fight I kill hoes &#128514;
12375,2,"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4"
12376,1,Let's run a train on this bitch
12377,1,"Let's see how this goes &#128527; lol I'm using my coupon haha kik, dm, text, or if ya down tweet that hoe lolololol http://t.co/BHZRswkIY1"
12378,2,Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt
12379,2,Lets finish strong Yankees
12380,2,Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP
12381,1,Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee
12382,1,Lets these hoes be hoes thats all we know
12383,1,Lex Steele I know y'all know him he been knocking hoes off for years and moaning in the process http://t.co/iz75peY71Z
12384,1,"Libertarians can be such pussies thought you believed in self defense, yet you want a peaceful revolution?"
12385,0,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you
12386,2,"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature 
http://t.co/V01w8UamJy"
12387,1,Life RT @AC_Hussle: I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.
12388,1,Life ain't nothin but bitches and money.
12389,1,Life ain't shit but bitches &amp; money
12390,1,Life aint nuthin but bitches and money #icecube #nwa
12391,1,Life aint shit but bitches an money i pass that weed like i studied
12392,1,Life aint shit but bitches and money
12393,1,Life be my bitch and that hoe move when I say so &#128175; http://t.co/ezO2QUqVhu
12394,1,Life comes at you fast RT @INDXGO_: Guys today I found out that I'm a side hoe &#128533;&#128529;&#128530;
12395,1,Life is a bitch but I appreciate her
12396,1,Life is a bitch but every dog has its day
12397,1,"Life is a bitch, but every dog has its day"
12398,1,Life is a bitch.... but I appreciate her mayne.
12399,1,Life is only unfair if you're a cunt
12400,1,Life is too fuckin short for free bird
12401,1,Life would be so much doper if you could order pussy like you do pizza
12402,1,Life's a bitch &amp; then you die
12403,1,Life's a bitch then you die- Tony
12404,1,"Lifes a bitch and then ya die, thats why we get high"
12405,1,Light skin girls is the biggest hoes?
12406,1,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;
12407,1,Light skin niggah &#128514;
12408,1,Lighting my pretty ass up w them yellow stars lls
12409,1,Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity. Stop being cruel bitch
12410,1,Lightskins be like RT @TheOnlyCorae: Y'all got me fuck up I'm dicking down them young #PV18 bitches for there refund check I got to pay rent
12411,1,"Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone. DON""T MAKE ME LAUGH&gt;"
12412,1,"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!"
12413,2,"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi"
12414,1,Like HELLO my feet were clearly on the back of the desk bitch!
12415,1,Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.
12416,1,"Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one."
12417,1,Like Nike bitch just do it!
12418,1,Like a skinny model boney bitch
12419,1,Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch.The art to that is sexy.
12420,1,Like bad kids bitch we reckless.
12421,1,Like bitch &#128171;
12422,1,Like bitch that aint even attractive Smh
12423,1,Like bitch y u ain't do that in the first place?
12424,1,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.
12425,1,"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together."
12426,1,Like don't play with me bitch
12427,1,Like freaky bitch but I fucks with her
12428,1,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe &#128514;&#128557; all in one day"
12429,1,Like god damn you dirty bitch
12430,1,Like keke say real niggas got a heart too it just take a real bitch for him to show it
12431,1,"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini"
12432,1,"Like literally after I'm done texting someone when I don't text back I slide the bitch to the left , I'd win that money"
