patent_id,claim_number,text,sequence,dependent,exemplary,subclass
10606875,2,"2. The apparatus according to claim 1 , wherein the hardware processor is further configured to: extract a word feature amount of a query document which serves as a search query; and search the storage for a relevant document which is a clipped document having a level of similarity with the word feature amount no less than a threshold; and wherein the apparatus further comprises a display configured to display the query document, the relevant document, and at least one of an updated document associated with the relevant document and the one or more second keywords associated with the relevant document.",1,claim 1,0,B
10606875,3,"3. The apparatus according to claim 1 , wherein the hardware processor is further configured to: analyze the clipped document and the updated document to obtain link information indicating a link to other documents; acquire a link destination document by referring to the link information, the link destination document being a linked-to document; measure a second update frequency of the link destination document; and extract one or more third keywords from the link destination document, using a second keyword extraction scheme in accordance with the second update frequency, the second keyword extraction scheme including a keyword extraction algorithm selected from the plurality of keyword extraction algorithms based on an update pattern corresponding to a time span of the second update frequency among the high-frequency update pattern, the periodic update pattern, and the no-update pattern; and wherein the storage further stores the link destination document and the one or more third keywords each associated with the clipped document.",2,claim 1,0,B
10606875,4,"4. The apparatus according to claim 3 , wherein the hardware processor extracts the one or more third keywords from domains of logical elements and fields related to a layout of the updated document set in accordance with the second update frequency.",3,claim 3,0,B
10606875,5,"5. The apparatus according to claim 1 , wherein the hardware processor is further configured to: extract a word feature amount of a query document which serves as a search query; and search the storage for a relevant document which is a clipped document having a level of similarity with the word feature amount no less than a threshold; and wherein the apparatus further comprises a display configured to display the query document, the relevant document, and at least one of an updated document associated with the relevant document, a link destination document associated with the relevant document, the one or more second keywords associated with the relevant document and the one or more third keywords associated with the relevant document.",4,claim 1,0,B
10606875,6,"6. The apparatus according to claim 1 , wherein the hardware processor extracts the one or more second keywords from domains of logical elements and fields related to a layout of the updated document set in accordance with the first update frequency.",5,claim 1,0,B
10606875,7,"7. A search support method for widening a range of a user's interest, the method comprising: analyzing a clipped document to obtain location information indicating a location of an original document which is an origination from which the clipped document is obtained; acquiring an updated document by referring to the location information if the original document has been updated, the updated document being the updated original document; measuring a first update frequency of the original document; extracting one or more first keywords from the clipped document; weighting each keyword extraction algorithm from a plurality of keyword extraction algorithms based at least in part on an update pattern corresponding to a time span of the first update frequency among a high-frequency update pattern, a periodic update pattern, and a no-update pattern; selecting a keyword extraction algorithm from the plurality of keyword extractions algorithms based on the weight of each keyword extraction algorithm, wherein the keyword extraction algorithm extracts at least one different keyword from the updated document than at least one other keyword extraction algorithm from the plurality of keyword extraction algorithms; extracting one or more second keywords from the updated document using a first keyword extraction scheme which is set in accordance with the first update frequency, the first keyword extraction scheme including the keyword extraction algorithm; and storing, in a storage, the one or more first keywords, the one or more second keywords and the update document each associated with the clipped document.",6,,0,B
10606875,8,"8. The method according to claim 7 , further comprising: extracting a word feature amount of a query document which serves as a search query; searching the storage for a relevant document which is a clipped document having a level of similarity with the word feature amount no less than a threshold; and presenting the query document, the relevant document, and at least one of an updated document associated with the relevant document and the one or more second keywords associated with the relevant document.",7,claim 7,0,B
10606875,9,"9. The method according to claim 7 , further comprising: analyzing the clipped document and the updated document to obtain link information indicating a link to other documents; acquiring a link destination document by referring to the link information, the link destination document being a linked-to document; measuring a second update frequency of the link destination document; extracting one or more third keywords from the link destination document, using a second keyword extraction scheme in accordance with the second update frequency, the second keyword extraction scheme including a keyword extraction algorithm selected from the plurality of keyword extraction algorithms based on an update pattern corresponding to a time span of the second update frequency among the high-frequency update pattern, the periodic update pattern, and the no-update pattern; and storing, in the storage, the link destination document and the one or more third keywords each associated with the clipped document.",8,claim 7,0,B
10606875,10,"10. The method according to claim 9 , wherein the extracting extracts the one or more third keywords from domains of logical elements and fields related to a layout of the updated document set in accordance with the second update frequency.",9,claim 9,0,B
10606875,11,"11. The method according to claim 7 , further comprising: extracting a word feature amount of a query document which serves as a search query; searching the storage for a relevant document which is a clipped document having a level of similarity with the word feature amount no less than a threshold; and presenting the query document, the relevant document, and at least one of an updated document associated with the relevant document, a link destination document associated with the relevant document, the one or more second keywords associated with the relevant document and the one or more third keywords associated with the relevant document.",10,claim 7,0,B
10606875,12,"12. The method according to claim 7 , wherein the extracting extracts the one or more second keywords from domains of logical elements and fields related to a layout of the updated document set in accordance with the first update frequency.",11,claim 7,0,B
10606875,13,"13. A non-transitory computer readable medium including computer executable instructions, wherein the instructions, when executed by a processor, cause the processor to perform a method for widening a range of a user's interest, the method comprising: analyzing a clipped document to obtain location information indicating a location of an original document which is an origination from which the clipped document is obtained; acquiring an updated document by referring to the location information if the original document has been updated, the updated document being the updated original document; measuring a first update frequency of the original document; extracting one or more first keywords from the clipped document; weighting each keyword extraction algorithm from a plurality of keyword extraction algorithms based at least in part on an update pattern corresponding to a time span of the first update frequency among a high-frequency update pattern, a periodic update pattern, and a no-update pattern; selecting a keyword extraction algorithm from the plurality of keyword extractions algorithms based on the weight of each keyword extraction algorithm, wherein the keyword extraction algorithm extracts at least one different keyword from the updated document than at least one other keyword extraction algorithm from the plurality of keyword extraction algorithms; extracting one or more second keywords from the updated document using a first keyword extraction scheme which is set in accordance with the first update frequency, the first keyword extraction scheme including the keyword extraction algorithm; and storing, in a storage, the one or more first keywords, the one or more second keywords and the update document each associated with the clipped document.",12,,0,B
10606875,14,"14. The medium according to claim 13 , further comprising: extracting a word feature amount of a query document which serves as a search query; searching the storage for a relevant document which is a clipped document having a level of similarity with the word feature amount no less than a threshold; and presenting the query document, the relevant document, and at least one of an updated document associated with the relevant document and the one or more second keywords associated with the relevant document.",13,claim 13,0,B
10606875,15,"15. The medium according to claim 13 , further comprising: analyzing the clipped document and the updated document to obtain link information indicating a link to other documents; acquiring a link destination document by referring to the link information, the link destination document being a linked-to document; measuring a second update frequency of the link destination document; extracting one or more third keywords from the link destination document, using a second keyword extraction scheme in accordance with the second update frequency, the second keyword extraction scheme including a keyword extraction algorithm selected from the plurality of keyword extraction algorithms based on an update pattern corresponding to a time span of the second update frequency among the high-frequency update pattern, the periodic update pattern, and the no-update pattern; and storing, in the storage, the link destination document and the one or more third keywords each associated with the clipped document.",14,claim 13,0,B
10606875,16,"16. The medium according to claim 15 , wherein the extracting extracts the one or more third keywords from domains of logical elements and fields related to a layout of the updated document set in accordance with the second update frequency.",15,claim 15,0,B
10606875,17,"17. The medium according to claim 13 , further comprising: extracting a word feature amount of a query document which serves as a search query; searching the storage for a relevant document which is a clipped document having a level of similarity with the word feature amount no less than a threshold; and presenting the query document, the relevant document, and at least one of an updated document associated with the relevant document, a link destination document associated with the relevant document, the one or more second keywords associated with the relevant document and the one or more third keywords associated with the relevant document.",16,claim 13,0,B
10606875,18,"18. The medium according to claim 13 , wherein the extracting extracts the one or more second keywords from domains of logical elements and fields related to a layout of the updated document set in accordance with the first update frequency.",17,claim 13,0,B
10606876,1,"1. A system for topic recommendation, comprising: a processing resource; and a non-transitory computer readable medium storing instructions executable by the processing resource to receive topic information relating to a number of events; perform a text analysis on the received topic information to generate a database of text analysis information; index the text analysis information based on the text analysis; compare a search term to the indexed topic information; responsive to the compare, display a number of topics on a display of a mobile device, wherein the number of topics are displayed in a size that corresponds to a quantity of topic information associated with each of the number of topics; and responsive to a user selecting text, arrange a schedule of the events that most closely relate to the topic corresponding to the selected text; and alter a text size of each of the topics based on a relative quantity of terms within the text analysis information that are related to the search term.",0,,1,B
10606876,2,"2. The system of claim 1 , wherein the instructions are executable by the processing resource to display the number of topics as a text cloud on a single display window of the mobile device.",1,claim 1,0,B
10606876,3,"3. The system of claim 1 , wherein each of the number of topics includes a link to a corresponding portion of events that relate to a corresponding topic.",2,claim 1,0,B
10606876,4,"4. The system of claim 1 , wherein the instructions are executable by the processing resource to recommend a portion of events from the number of events that include a relatively high quantity of topic information relating to each corresponding topic.",3,claim 1,0,B
10606876,5,"5. The system of claim 1 , wherein the number of events include presentations that include topic information relating to the topic information.",4,claim 1,0,B
10606876,6,"6. The system of claim 1 , wherein the topic information includes at least one of: an abstract of a presentation; an overview of a presentation; an article of a presentation; and a title of a presentation.",5,claim 1,0,B
10606876,7,"7. A non-transitory computer readable medium storing instructions executable by a processing resource to: receive information relating to a number of presentations that include a plurality of topics; perform text analysis on the plurality of topics to generate a database of text analysis information relating to the plurality of topics; receive a search term; compare the search term to the text analysis information; responsive to the compare, display a portion of topics from the plurality of topics in a text cloud to display on a mobile device, wherein each of the portion of topics comprise a link to a portion of the number of presentations that relate to a corresponding topic; responsive to a user selecting text in the displayed text cloud, arrange a schedule of the presentations that most closely relate to the topic corresponding to the selected text; and alter a text size of each of the portion of topics in the text cloud based on a quantity of related terms within the text analysis information that are related to the search term.",6,,0,B
10606876,8,"8. The medium of claim 7 , comprising instructions executable to dynamically update the portion of topics from the plurality of topics based on received social media information relating to the portion of topics.",7,claim 7,0,B
10606876,9,"9. The medium of claim 7 , comprising instructions executable to: receive a selection of a presentation from the portion of the number of presentations; display presentation information corresponding to the selected presentation; and display location information corresponding to the selected presentation.",8,claim 7,0,B
10606876,10,"10. A method for topic recommendation, comprising: receiving information relating to an event, wherein the event comprises a plurality of topics to be presented over a period of time; performing a text analysis on the plurality of topics; generating a database of text analysis information relating to the plurality of topics; receiving a search term; comparing the search term to the text analysis information; responsive to the comparing, displaying a portion of topics from the plurality of topics in a text cloud to display on a mobile device; recommending a number of presentations on the portion of topics at the event based on the search term and time the portion of topics are to be presented; and responsive to a user selecting text in the displayed text cloud, arranging a schedule of the presentations that most closely relate to the topic corresponding to the selected text; and alter a text size of each of the portion of topics in the text cloud based on a quantity of related terms within the text analysis information that are related to the search term.",9,,0,B
10606876,11,"11. The method of claim 10 , wherein recommending the number of presentations includes recommending a schedule of events based on the search term.",10,claim 10,0,B
10606876,12,"12. The method of claim 10 , wherein recommending the number of presentations includes recommending events that relate more closely to the search term and can be attended by a user over the period of time.",11,claim 10,0,B
10606876,13,"13. The method of claim 10 , wherein a portion of the plurality of topics are presented at overlapping times during the period of time.",12,claim 10,0,B
10606876,14,"14. The system of claim 1 , wherein the instructions are executable by the processing resource to display each of the number of topics as text with a text size that corresponds to a quantity of topic information relating to each corresponding topic.",13,claim 1,0,B
10606876,15,"15. The medium of claim 7 , comprising instructions executable to display each of the number of topics as text with a text size that corresponds to a quantity of topic information relating to each corresponding topic.",14,claim 7,0,B
10606876,16,"16. The method of claim 10 , further comprising: displaying each of the number of topics as text with a text size that corresponds to a quantity of topic information relating to each corresponding topic.",15,claim 10,0,B
10606878,1,"1. A computer-implemented method of generating data visualizations, the method comprising: accessing a set of clusters, wherein each of the set of clusters includes a portion of a set of electronic documents; displaying, in a user interface, a first representation of a first cluster of the set of clusters, the first representation having a first size indicative of an amount of the portion of the set of electronic documents included in the first cluster; displaying, in the user interface, a second representation of a second cluster of the set of clusters, the second representation having a second size indicative of an amount of the portion of the set of electronic documents included in the second cluster, the second representation displayed a first distance from the first representation, the first distance representative of a similarity between the portion of the set of electronic documents included in the first cluster and the portion of the set of electronic documents included in the second cluster; displaying, in the user interface, a third representation of a third cluster of the set of clusters, the third representation having a third size indicative of an amount of the portion of the set of electronic documents included in the third cluster, the third representation displayed a second distance from the first representation, the second distance representative of a similarity between the portion of the set of electronic documents included in the first cluster and the portion of the set of electronic documents included in the third cluster; accessing an additional cluster that is a sub-cluster of the second cluster; displaying, in the user interface, a fourth representation of the additional cluster within the second representation of the second cluster, the fourth representation having a fourth size indicative of an amount of the portion of the set of electronic documents included in the additional cluster, the fourth representation displayed a fourth distance from the first representation, the fourth distance representative of a similarity between the portion of the set of electronic documents included in the first cluster and the portion of the set of electronic documents included in the additional cluster; displaying, in the user interface, a first line object as a first radial line from the first representation of the first cluster through the second representation of the second cluster and the fourth representation of the additional cluster; and displaying, in the user interface, a second line object as a second radial line from the first representation of the first cluster through the third representation of the third cluster, wherein the second representation and the third representation at least partially surround the first representation.",0,,1,B
10606878,2,"2. The computer-implemented method of claim 1 , wherein displaying the first representation of the first cluster of the set of clusters comprises: displaying the first representation in a center portion of the user interface.",1,claim 1,0,B
10606878,3,"3. The computer-implemented method of claim 2 , further comprising: receiving a selection to replace the first representation of the first cluster with the second representation of the second cluster; determining a similarity between the portion of the set of electronic documents included in the second cluster and the portion of the set of electronic documents included in the third cluster; displaying, in the center portion of the user interface, the second representation of the second cluster; displaying, in the user interface, the first representation of the first cluster, the first representation displayed the first distance from the second representation; and displaying, in the user interface, the third representation of the third cluster, the third representation displayed a third distance from the second representation, the third distance representative of the similarity between the portion of the set of electronic documents included in the second cluster and the portion of the set of electronic documents included in the third cluster.",2,claim 2,0,B
10606878,4,"4. The computer-implemented method of claim 1 , further comprising: analyzing, by a computer processor, the set of electronic documents including: identifying a set of terms that are included in the set of electronic documents, determining a set of groupings of the set of terms based on a set of similarities among the set of terms, and generating the set of clusters corresponding to the set of groupings, each of the set of clusters including the portion of the set of electronic documents according to a respective grouping of the set of groupings.",3,claim 1,0,B
10606878,5,"5. The computer-implemented method of claim 4 , further comprising: displaying, in the user interface for each of the first cluster, the second cluster, and the third cluster, the set of terms included in the grouping for that cluster.",4,claim 4,0,B
10606878,6,"6. The computer-implemented method of claim 1 , further comprising: receiving a display modification selection via the user interface; and modifying, in the user interface according to the display modification selection, display of at least one of the second representation of the second cluster and the third representation of the third cluster.",5,claim 1,0,B
10606878,7,"7. The computer-implemented method of claim 6 , wherein receiving the display modification selection comprises receiving a similarity adjustment with a corresponding similarity metric, and wherein modifying the display comprises: relocating, in the user interface, (i) the second cluster to a modified first distance from the first cluster according to the similarity metric, and (ii) the third cluster to a modified second distance from the first cluster according to the similarity metric.",6,claim 6,0,B
10606878,8,"8. The computer-implemented method of claim 1 , wherein accessing the set of clusters comprises: sending, to a server, a query comprising a set of parameters; and receiving, from the server, data indicative of the set of clusters and reflective of the set of parameters of the query.",7,claim 1,0,B
10606878,9,"9. A system configured to generate data visualizations, comprising: a user interface; a memory configured to store non-transitory computer executable instructions; and a processor interfacing with the user interface and the memory, and configured to execute the non-transitory computer executable instructions to cause the processor to: access a set of clusters, wherein each of the set of clusters includes a portion of a set of electronic documents, cause the user interface to display an indication of a percentage of the set of electronic documents that are clustered, cause the user interface to display a first representation of a first cluster of the set of clusters, the first representation having a first size indicative of an amount of the portion of the set of electronic documents included in the first cluster, cause the user interface to display a second representation of a second cluster of the set of clusters, the second representation having a second size indicative of an amount of the portion of the set of electronic documents included in the second cluster, the second representation displayed a first distance from the first representation, the first distance representative of a similarity between the portion of the set of electronic documents included in the first cluster and the portion of the set of electronic documents included in the second cluster, cause the user interface to display a third representation of a third cluster of the set of clusters, the third representation having a third size indicative of an amount of the portion of the set of electronic documents included in the third cluster, the third representation displayed a second distance from the first representation, the second distance representative of a similarity between the portion of the set of electronic documents included in the first cluster and the portion of the set of electronic documents included in the third cluster, access an additional cluster that is a sub-cluster of the second cluster or the third cluster, cause the user interface to display a fourth representation of the additional cluster within the second representation of the second cluster, the fourth representation having a fourth size indicative of an amount of the portion of the set of electronic documents included in the additional cluster, the fourth representation displayed a fourth distance from the first representation, the fourth distance representative of a similarity between the portion of the set of electronic documents included in the first cluster and the portion of the set of electronic documents included in the additional cluster, cause the user interface to display a first line object as a first radial line from the first representation of the first cluster through the second representation of the second cluster and the fourth representation of the additional cluster, and cause the user interface to display a second line object as a second radial line from the first representation of the first cluster through the third representation of the third cluster, wherein the second representation and the third representation at least partially surround the first representation.",8,,0,B
10606878,10,"10. The system of claim 9 , wherein to cause the user interface to display the first representation of the first cluster of the set of clusters, the processor is configured to: cause the user interface to display the first representation in a center portion of the user interface.",9,claim 9,0,B
10606878,11,"11. The system of claim 10 , wherein the processor is further configured to: receive, via the user interface, a selection to replace the first representation of the first cluster with the second representation of the second cluster, determine a similarity between the portion of the set of electronic documents included in the second cluster and the portion of the set of electronic documents included in the third cluster, cause the user interface to display, in the center portion of the user interface, the second representation of the second cluster, cause the user interface to display the first representation of the first cluster, the first representation displayed the first distance from the second representation, and cause the user interface to display the third representation of the third cluster, the third representation displayed a third distance from the second representation, the third distance representative of the similarity between the portion of the set of electronic documents included in the second cluster and the portion of the set of electronic documents included in the third cluster.",10,claim 10,0,B
10606878,12,"12. The system of claim 9 , wherein the processor is further configured to: analyze the set of electronic documents including: identify a set of terms that are included in the set of electronic documents, determine a set of groupings of the set of terms based on a set of similarities among the set of terms, and generate the set of clusters corresponding to the set of groupings, each of the set of clusters including the portion of the set of electronic documents according to a respective grouping of the set of groupings.",11,claim 9,0,B
10606878,13,"13. The system of claim 12 , wherein the processor is further configured to: cause the user interface to display, for each of the first cluster, the second cluster, and the third cluster, the set of terms included in the grouping for that cluster.",12,claim 12,0,B
10606878,14,"14. The system of claim 9 , wherein the processor is further configured to: receive, via the user interface, a display modification selection via the user interface, and cause the user interface to modify, according to the display modification selection, display of at least one of the second representation of the second cluster and the third representation of the third cluster.",13,claim 9,0,B
10606878,15,"15. The system of claim 14 , wherein the display modification selection is a similarity adjustment with a corresponding similarity metric, and wherein to cause the user interface to modify the display, the processor is configured to: cause the user interface to relocate (i) the second cluster to a modified first distance from the first cluster according to the similarity metric, and (ii) the third cluster to a modified second distance from the first cluster according to the similarity metric.",14,claim 14,0,B
10606878,16,"16. The system of claim 9 , wherein to access the set of clusters, the processor is configured to: send, to a server via a transceiver, the query comprising a set of parameters, and receive, from the server via the transceiver, data indicative of the set of clusters and reflective of the set of parameters of the query.",15,claim 9,0,B
10606879,1,"1. A system comprising: one or more processors; a database storing reference fingerprints; and memory including instructions that, when executed, cause the one or more processors to at least: obtain a query fingerprint including a plurality of sub-fingerprints; divide the reference fingerprints into segments, each segment includes a plurality of reference sub-fingerprints; cause a plurality of threads to determine first bit error rates by performing, in parallel, one or more operations including determining one of the first bit error rates by comparing a portion of the plurality of sub-fingerprints of the query fingerprint with a portion of the plurality of reference sub-fingerprints of a segment; identify a first predetermined number of lowest bit error rates based on the first bit error rates, each of the first predetermined number of lowest bit error rates corresponding to one of the reference fingerprints; in response to identifying the first predetermined number of lowest bit error rates based on the first bit error rates, for each of the first predetermined number of lowest bit error rates, determine a second bit error rate by evaluating the query fingerprint against the corresponding one of the reference fingerprints; and provide a predetermined number of response candidates based on the second bit error rate determined for each of the first predetermined number of lowest bit error rates.",0,,1,B
10606879,2,"2. The system of claim 1 , wherein one or more graphics processing units (GPUs) perform the one or more operations.",1,claim 1,0,B
10606879,3,"3. The system of claim 1 , wherein the one or more processors are one or more central processing units (CPUs).",2,claim 1,0,B
10606879,4,"4. The system of claim 1 , wherein the instructions, when executed, cause the one or more processors to: divide each of the segments into a plurality of portions, where each portion includes a plurality of the reference sub-fingerprints; and determine the first bit error rate for each of the plurality of portions.",3,claim 1,0,B
10606879,5,"5. The system of claim 1 , wherein the instructions, when executed, cause the one or more processors to determine the first bit error rates by: sub-sampling the reference fingerprints by a factor of four to determine a subset of the reference sub-fingerprints; and comparing every fourth sub-fingerprint of the query fingerprint with sequential ones of the subset of the reference sub-fingerprints.",4,claim 1,0,B
10606879,6,"6. The system of claim 1 , wherein the instructions, when executed, cause the one or more processors to determine the second bit error rate for each of the first predetermined number of lowest bit error rates by: sub-sampling the reference fingerprints by a factor of thirty-two to determine a subset of the reference sub-fingerprints; and comparing every thirty-second sub-fingerprint of the query fingerprint with sequential ones of the subset of the reference sub-fingerprints.",5,claim 1,0,B
10606879,7,"7. The system of claim 1 , wherein the instructions, when executed, cause the one or more processors to cause each thread of the plurality of threads to store the first predetermined number of lowest bit error rates.",6,claim 1,0,B
10606879,8,"8. The system of claim 1 , wherein the instructions, when executed, cause the one or more processors to cause a first thread of the plurality of threads and a second thread of the plurality of threads to use inter-thread communications to share at least one of the sub-fingerprints of the query fingerprint.",7,claim 1,0,B
10606879,9,"9. The system of claim 1 , wherein the instructions, when executed, cause the one or more processors to: sub-sample the reference fingerprints by a first factor to determine a first set of the reference sub-fingerprints; sub-sample the query fingerprint by the first factor to determine a second set of the sub-fingerprints of the query fingerprint; determine the first predetermined number of lowest bit error rates based on a comparison of the first set and the second set to determine a third set of the reference fingerprints, the third set corresponding to one or more of the reference fingerprints associated with the first predetermined number of lowest bit error rates; sub-sample one or more of the third set by a second factor to determine a fourth set of the reference sub-fingerprints, the second factor greater than the first factor; sub-sample the query fingerprint by the second factor to determine a fifth set of the sub-fingerprints of the query fingerprint; and determine the predetermined number of response candidates based on the comparison of the fourth set and the fifth set.",8,claim 1,0,B
10606879,10,"10. The system of claim 4 , wherein the instructions, when executed, cause the one or more processors to: assign each of the segments to a different server on a network; and cause the different servers to determine the first bit error rate for the segments.",9,claim 4,0,B
10606879,11,"11. A method comprising: obtaining, by one or more processors, a query fingerprint including a plurality of sub-fingerprints; dividing a set of reference fingerprints into segments, each segment includes a plurality of reference sub-fingerprints; causing a plurality of threads to determine first bit error rates by performing, in parallel, one or more operations including determining one of the first bit error rates by comparing a portion of the plurality of sub-fingerprints of the query fingerprint with a portion of the plurality of reference sub-fingerprints of a segment; identifying a first predetermined number of lowest bit error rates based on the first bit error rates, each of the first predetermined number of lowest bit error rates corresponding to one of the set of reference fingerprints; in response to identifying the first predetermined number of lowest bit error rates based on the first bit error rates, for each of the first predetermined number of lowest bit error rates, determining a second bit error rate by evaluating the query fingerprint against the corresponding one of the set of reference fingerprints; and providing a predetermined number of response candidates based on the second bit error rate determined for each of the first predetermined number of lowest bit error rates.",10,,0,B
10606879,12,"12. The method of claim 11 , wherein a plurality of graphics processing units (GPUs) perform the one or more operations.",11,claim 11,0,B
10606879,13,"13. The method of claim 11 , wherein the one or more processors are one or more central processing units (CPUs).",12,claim 11,0,B
10606879,14,"14. The method of claim 11 , further including: dividing each of the segments into a plurality of portions that each include a plurality of the reference sub-fingerprints; and determining the first bit error rate for each of the plurality of portions.",13,claim 11,0,B
10606879,15,"15. The method of claim 11 , wherein determining the first bit error rates includes: sub-sampling the reference fingerprints by a factor of four to determine a subset of the reference sub-fingerprints; and comparing every fourth sub-fingerprint of the query fingerprint with sequential ones of the subset of the reference sub-fingerprints.",14,claim 11,0,B
10606879,16,"16. The method of claim 11 , wherein determining the second bit error rate determined for each of the first predetermined number of lowest bit error rates includes: sub-sampling the reference fingerprints by a factor of thirty-two to determine a subset of the reference sub-fingerprints; and comparing every thirty-second sub-fingerprint of the query fingerprint with sequential ones of the subset of the reference sub-fingerprints.",15,claim 11,0,B
10606879,17,"17. The method of claim 11 , wherein each thread of the plurality of threads stores the first predetermined number of lowest bit error rates.",16,claim 11,0,B
10606879,18,"18. The method of claim 14 , further including: assigning each of the segments to a different server on a network; and cause the different servers to determine the first bit error rate for the segments.",17,claim 14,0,B
10606879,19,"19. A non-transitory machine-readable storage medium comprising instructions that, when executed by one or more processors of a machine, cause the machine to at least: obtain a query fingerprint including a plurality of sub-fingerprints; divide a set of reference fingerprints into segments, each segment including a plurality of reference sub-fingerprints; cause a plurality of threads to determine first bit error rates by performing, in parallel, one or more operations including determining one of the first bit error rates by comparing a portion of the plurality of sub-fingerprints of the query fingerprint with a portion of the plurality of reference sub-fingerprints of a segment; identify a first predetermined number of lowest bit error rates based on the first bit error rates, each of the first predetermined number of lowest bit error rates corresponding to one of the set of reference fingerprints; in response to identifying the first predetermined number of lowest bit error rates based on the first bit error rates, for each of the first predetermined number of lowest bit error rates, determine a second bit error rate by evaluating the query fingerprint against the corresponding one of the set of reference fingerprints; and provide a predetermined number of response candidates based on the second bit error rate determined for each of the first predetermined number of lowest bit error rates.",18,,0,B
10606879,20,"20. The non-transitory machine-readable storage medium of claim 19 , wherein the instructions, when executed by the one or more processors of the machine, cause the machine to: sub-sample the reference fingerprints by a first factor to determine a first set of the reference sub-fingerprints; sub-sample the query fingerprint by the first factor to determine a second set of the sub-fingerprints of the query fingerprint; determine the first predetermined number of lowest bit error rates based on a comparison of the first set and the second set to determine a third set of the reference fingerprints, the third set corresponding to one or more of the reference fingerprints associated with the first predetermined number of lowest bit error rates; sub-sample one or more of the third set by a second factor to determine a fourth set of the reference sub-fingerprints, the second factor greater than the first factor; sub-sample the query fingerprint by the second factor to determine a fifth set of the sub-fingerprints of the query fingerprint; and determine the predetermined number of response candidates based on the comparison of the fourth set and the fifth set.",19,claim 19,0,B
10606880,1,"1. A method of dynamic, user-directed arrangement and delivery of media, comprising: within a computing environment comprised of at least one computer processor, and at least one computer-readable storage medium operably coupled to the at least one computer processor, the at least one computer processor operable to execute a plurality of program instructions to perform the steps of: receiving one or more media files designated by at least one user, or at the direction of the at least one user; identifying one or more variables relative to a display environment of the one or more media files, for dynamically influencing an interactive index for selecting the one or more media files for display of at least one media stream without user interaction the one or more variables including at least one of a social setting, a time, and an audience of the display environment; applying one or more artificial intelligence techniques to adaptively relate the one or more media files in the interactive index by continually updating the interactive index with characteristics learned from relating the one or more variables with the one or more media files, user interactions, user preferences, and inferences obtained from relating the characteristics learned as the interactive index is updated, by 1) developing a set of content rules for framing a content boundary, where the set of content rules determine the selection, arrangement and delivery of the one or more media files, and 2) determining a user affinity for the one or more media files and third party content based on the content boundary, 3) generating the at least one media stream comprised at least of selected media files for delivery to the display environment, 4) identifying changes to the at least one media stream, based on the display environment and on user activity that is not directly related to the at least one media file or the display, 5) dynamically modifying the at least one media stream in real time so that content of the at least one media stream changes in response to the one or more variables, and 6) relating the at least one media stream with one or more of a) a user interaction and a recipient interaction with the at least one media stream, b) additional inferences obtained from the user affinity, c) data obtained from one or more personal computing devices associated with a user or a recipient, and d) audio instructions by the user or recipient, to further dynamically modify the at least one media stream in real time, for direct control by the at least one user as the one or more media files and the third party content are received; and updating one or more linked social media networks designated by credentials assigned by the at least one user with selected ones of the one or more media files and the third party content.",0,,1,B
10606880,2,"2. The method of claim 1 , further comprising relating the at least one media stream with additional content that includes variables representing data and media associated with and obtained from user social media accounts, user contacts, networked sources that include the one or more personal computing devices associated with the at least one user or an account of the at least one user, external servers, and web sources that include one or more of Internet-based services, information media resources, and other networked services.",1,claim 1,0,B
